Id_variante,Id_ubicacion_genomica,Frec_alelica,Significancia_clinica
6550,215,0.14,Benigna
5691,84,0.11,Significado Incierto
3030,146,0.28,Benigna
7074,122,0.08,Probablemente Patogénica
8231,35,0.13,Significado Incierto
9190,142,0.49,Significado Incierto
1014,14,0.16,Significado Incierto
7028,153,0.15,Significado Incierto
4178,224,0.1,Significado Incierto
6206,148,0.38,Significado Incierto
3793,252,0.19,Significado Incierto
4509,107,0.04,Patogénica
8331,133,0.08,Significado Incierto
5168,17,0.4,Probablemente Patogénica
9286,262,0.4,Significado Incierto
9345,162,0.03,Benigna
6507,149,0.39,Benigna
5484,96,0.49,Benigna
2006,28,0.05,Benigna
323,63,0.19,Significado Incierto
340,193,0.48,Significado Incierto
2275,199,0.27,Significado Incierto
2768,110,0.34,Benigna
6739,5,0.45,Probablemente Patogénica
8506,264,0.19,Significado Incierto
2770,235,0.43,Significado Incierto
5282,299,0.4,Significado Incierto
6290,280,0.08,Patogénica
1963,266,0.04,Benigna
2195,12,0.12,Significado Incierto
1341,156,0.09,Benigna
5184,222,0.4,Patogénica
2086,293,0.21,Significado Incierto
9466,298,0.14,Significado Incierto
9453,189,0.34,Benigna
3858,151,0.16,Benigna
3846,175,0.49,Significado Incierto
6884,103,0.18,Significado Incierto
673,21,0.36,Benigna
3386,142,0.01,Significado Incierto
7757,136,0.29,Benigna
3205,61,0.4,Significado Incierto
797,106,0.03,Benigna
62,71,0.31,Benigna
7884,24,0.27,Significado Incierto
9111,189,0.3,Probablemente Patogénica
591,24,0.03,Probablemente Patogénica
154,227,0.44,Patogénica
8050,141,0.37,Benigna
4125,85,0.04,Significado Incierto
4108,111,0.2,Benigna
8090,131,0.44,Probablemente Patogénica
3602,38,0.21,Significado Incierto
2107,32,0.36,Probablemente Patogénica
6771,296,0.37,Benigna
2472,51,0.49,Benigna
7743,171,0.4,Benigna
2304,87,0.37,Significado Incierto
5332,191,0.1,Patogénica
2245,261,0.08,Probablemente Patogénica
6926,265,0.11,Significado Incierto
3083,175,0.03,Probablemente Patogénica
245,234,0.08,Benigna
3925,186,0.12,Benigna
4726,262,0.03,Probablemente Patogénica
4947,174,0.25,Probablemente Patogénica
2485,11,0.41,Benigna
2073,300,0.08,Significado Incierto
8775,3,0.34,Significado Incierto
8288,75,0.06,Patogénica
4926,187,0.23,Benigna
4500,201,0.41,Significado Incierto
3301,205,0.12,Benigna
8822,196,0.31,Significado Incierto
5315,257,0.4,Probablemente Patogénica
5780,22,0.27,Significado Incierto
1866,32,0.34,Probablemente Patogénica
983,113,0.15,Significado Incierto
3155,133,0.36,Benigna
8565,138,0.37,Benigna
9412,273,0.18,Benigna
2325,76,0.5,Significado Incierto
5674,87,0.05,Benigna
3259,129,0.01,Benigna
4951,183,0.04,Significado Incierto
862,297,0.19,Benigna
6812,140,0.41,Significado Incierto
7951,201,0.38,Benigna
3652,56,0.33,Benigna
7895,42,0.24,Significado Incierto
6775,174,0.26,Patogénica
5101,103,0.33,Benigna
2694,34,0.1,Significado Incierto
5855,107,0.06,Benigna
7161,140,0.29,Benigna
7198,95,0.2,Benigna
4748,14,0.13,Patogénica
286,147,0.04,Benigna
649,266,0.32,Significado Incierto
2154,227,0.22,Benigna
616,153,0.26,Significado Incierto
5705,174,0.21,Benigna
1490,22,0.22,Patogénica
6797,169,0.29,Significado Incierto
1111,111,0.13,Probablemente Patogénica
8143,144,0.42,Significado Incierto
1077,26,0.48,Significado Incierto
6771,189,0.11,Probablemente Patogénica
8860,160,0.14,Patogénica
9741,211,0.47,Significado Incierto
8070,143,0.14,Benigna
6068,288,0.48,Benigna
5267,106,0.44,Benigna
4144,50,0.09,Significado Incierto
9372,17,0.11,Benigna
3962,168,0.1,Patogénica
9000,221,0.22,Benigna
7544,115,0.19,Patogénica
8254,6,0.22,Significado Incierto
8854,123,0.18,Significado Incierto
9293,236,0.32,Significado Incierto
2677,249,0.46,Significado Incierto
7852,87,0.48,Significado Incierto
7581,27,0.48,Significado Incierto
3898,117,0.15,Probablemente Patogénica
3353,100,0.41,Probablemente Patogénica
5746,35,0.22,Significado Incierto
8603,75,0.06,Significado Incierto
3046,280,0.02,Patogénica
3271,124,0.23,Significado Incierto
4865,201,0.14,Probablemente Patogénica
1637,259,0.16,Benigna
9701,110,0.04,Significado Incierto
6254,26,0.5,Significado Incierto
5951,200,0.38,Benigna
8482,188,0.28,Probablemente Patogénica
2536,164,0.4,Significado Incierto
4175,181,0.44,Benigna
9256,256,0.19,Probablemente Patogénica
6761,136,0.09,Patogénica
7580,118,0.11,Significado Incierto
3316,281,0.47,Patogénica
3005,96,0.37,Benigna
273,247,0.42,Significado Incierto
1552,25,0.18,Benigna
2488,135,0.28,Significado Incierto
4065,27,0.49,Significado Incierto
1272,281,0.34,Patogénica
7977,226,0.12,Benigna
3189,69,0.08,Significado Incierto
1369,205,0.25,Patogénica
4327,109,0.15,Benigna
1925,248,0.02,Benigna
6386,216,0.23,Probablemente Patogénica
9263,176,0.39,Significado Incierto
7675,143,0.41,Patogénica
9444,3,0.13,Benigna
2397,193,0.38,Significado Incierto
2909,273,0.19,Benigna
2300,286,0.32,Significado Incierto
6571,280,0.36,Probablemente Patogénica
1720,153,0.07,Benigna
942,9,0.1,Patogénica
4105,145,0.15,Probablemente Patogénica
7947,83,0.17,Benigna
6459,251,0.08,Patogénica
7222,64,0.36,Significado Incierto
558,278,0.18,Patogénica
8327,182,0.25,Benigna
4903,270,0.05,Significado Incierto
7961,77,0.5,Probablemente Patogénica
2892,236,0.07,Significado Incierto
3157,3,0.29,Patogénica
9112,9,0.2,Probablemente Patogénica
6435,93,0.07,Probablemente Patogénica
9516,228,0.02,Significado Incierto
8974,50,0.22,Probablemente Patogénica
3334,26,0.2,Significado Incierto
2771,108,0.22,Benigna
9508,35,0.16,Probablemente Patogénica
4656,108,0.36,Patogénica
5562,253,0.24,Probablemente Patogénica
1988,59,0.01,Probablemente Patogénica
1879,221,0.02,Significado Incierto
1691,81,0.44,Significado Incierto
5786,245,0.33,Significado Incierto
1165,218,0.46,Benigna
3419,39,0.46,Benigna
6714,119,0.29,Significado Incierto
7170,279,0.03,Benigna
9085,163,0.06,Significado Incierto
3967,14,0.05,Significado Incierto
2252,133,0.08,Significado Incierto
3572,99,0.47,Probablemente Patogénica
3735,56,0.32,Significado Incierto
8451,176,0.29,Probablemente Patogénica
5834,237,0.35,Benigna
8157,172,0.18,Benigna
1148,29,0.3,Significado Incierto
6103,253,0.44,Probablemente Patogénica
3798,261,0.45,Probablemente Patogénica
2681,161,0.05,Significado Incierto
8416,272,0.08,Probablemente Patogénica
4938,76,0.44,Significado Incierto
4428,220,0.41,Benigna
1895,285,0.04,Significado Incierto
5159,50,0.45,Significado Incierto
8160,215,0.48,Significado Incierto
9177,19,0.4,Benigna
2256,176,0.17,Significado Incierto
1857,96,0.48,Benigna
2495,87,0.33,Patogénica
5908,242,0.44,Significado Incierto
3497,158,0.49,Significado Incierto
8458,13,0.34,Significado Incierto
8719,137,0.2,Benigna
1432,131,0.17,Benigna
8651,211,0.27,Significado Incierto
8753,11,0.34,Significado Incierto
7924,268,0.02,Patogénica
3100,266,0.16,Patogénica
5925,89,0.21,Benigna
1939,150,0.22,Benigna
5754,291,0.38,Patogénica
6002,64,0.48,Significado Incierto
4639,244,0.37,Significado Incierto
1975,188,0.07,Benigna
2510,200,0.13,Probablemente Patogénica
8702,19,0.23,Benigna
489,147,0.07,Significado Incierto
273,149,0.13,Significado Incierto
8139,224,0.25,Benigna
6575,137,0.12,Benigna
1314,42,0.49,Significado Incierto
2348,278,0.16,Significado Incierto
847,163,0.33,Benigna
1302,154,0.21,Benigna
690,52,0.11,Benigna
5349,53,0.32,Probablemente Patogénica
3365,105,0.46,Patogénica
6632,116,0.31,Probablemente Patogénica
4458,121,0.42,Significado Incierto
3172,79,0.44,Significado Incierto
514,136,0.22,Probablemente Patogénica
2788,145,0.17,Benigna
5762,145,0.15,Probablemente Patogénica
2281,54,0.31,Benigna
674,74,0.11,Significado Incierto
944,161,0.31,Significado Incierto
8023,207,0.36,Patogénica
8984,227,0.44,Patogénica
3559,173,0.44,Significado Incierto
3688,26,0.19,Significado Incierto
6565,276,0.2,Significado Incierto
5618,238,0.34,Benigna
161,253,0.02,Benigna
532,156,0.13,Patogénica
3884,48,0.33,Significado Incierto
4196,299,0.19,Significado Incierto
766,271,0.32,Patogénica
9400,225,0.32,Significado Incierto
1645,283,0.03,Probablemente Patogénica
60,248,0.3,Significado Incierto
2009,58,0.49,Benigna
5776,152,0.42,Probablemente Patogénica
8222,211,0.08,Patogénica
8388,258,0.45,Benigna
9538,30,0.03,Probablemente Patogénica
928,155,0.33,Probablemente Patogénica
4462,112,0.03,Benigna
7032,100,0.11,Benigna
4427,40,0.1,Significado Incierto
6551,156,0.24,Patogénica
992,247,0.08,Patogénica
1254,101,0.21,Benigna
7132,104,0.39,Benigna
4059,202,0.36,Benigna
4168,70,0.35,Benigna
8235,276,0.13,Significado Incierto
814,226,0.13,Patogénica
8964,82,0.05,Benigna
4151,37,0.11,Benigna
5226,170,0.31,Benigna
2924,188,0.03,Benigna
2209,124,0.34,Benigna
2179,160,0.29,Significado Incierto
9735,282,0.43,Significado Incierto
2341,82,0.08,Benigna
1589,109,0.3,Probablemente Patogénica
6352,281,0.39,Significado Incierto
7518,10,0.08,Probablemente Patogénica
7660,145,0.13,Significado Incierto
8669,84,0.08,Benigna
2768,245,0.4,Significado Incierto
1178,276,0.35,Probablemente Patogénica
5164,223,0.07,Probablemente Patogénica
8230,75,0.02,Patogénica
7914,137,0.08,Probablemente Patogénica
2520,33,0.03,Probablemente Patogénica
7149,81,0.21,Benigna
3424,114,0.31,Significado Incierto
3565,31,0.37,Significado Incierto
9724,107,0.17,Probablemente Patogénica
7005,110,0.35,Probablemente Patogénica
7742,104,0.29,Benigna
3666,53,0.15,Significado Incierto
1230,83,0.06,Significado Incierto
1508,172,0.09,Significado Incierto
1572,48,0.44,Significado Incierto
1477,170,0.38,Probablemente Patogénica
3125,133,0.41,Benigna
9583,292,0.24,Benigna
4185,288,0.37,Benigna
3922,271,0.37,Significado Incierto
7300,102,0.38,Probablemente Patogénica
4505,280,0.49,Significado Incierto
890,225,0.17,Benigna
9287,193,0.28,Benigna
2823,259,0.34,Benigna
9637,81,0.46,Probablemente Patogénica
4430,58,0.02,Benigna
8876,78,0.07,Probablemente Patogénica
8425,47,0.06,Significado Incierto
4990,293,0.24,Significado Incierto
9080,245,0.11,Probablemente Patogénica
3644,17,0.21,Patogénica
2528,286,0.29,Benigna
9631,214,0.04,Significado Incierto
6372,77,0.24,Benigna
8420,235,0.34,Significado Incierto
1829,179,0.35,Significado Incierto
8132,185,0.07,Significado Incierto
8297,9,0.18,Probablemente Patogénica
4284,16,0.35,Benigna
5936,150,0.18,Benigna
6010,174,0.11,Significado Incierto
7937,14,0.34,Patogénica
7509,263,0.15,Significado Incierto
2871,49,0.43,Significado Incierto
5303,262,0.18,Significado Incierto
7763,58,0.32,Significado Incierto
9701,63,0.05,Benigna
8946,182,0.31,Probablemente Patogénica
8818,215,0.43,Patogénica
4763,122,0.08,Significado Incierto
9587,204,0.16,Patogénica
2893,262,0.47,Patogénica
1072,86,0.41,Significado Incierto
288,206,0.08,Benigna
104,24,0.22,Significado Incierto
2919,165,0.49,Significado Incierto
414,137,0.22,Significado Incierto
690,236,0.02,Significado Incierto
9504,32,0.07,Benigna
1391,29,0.03,Probablemente Patogénica
9530,12,0.36,Benigna
8901,21,0.48,Significado Incierto
970,106,0.27,Probablemente Patogénica
5315,13,0.35,Benigna
4281,273,0.17,Significado Incierto
5266,5,0.32,Significado Incierto
8912,105,0.39,Significado Incierto
2924,109,0.48,Significado Incierto
8162,62,0.33,Significado Incierto
6064,85,0.36,Probablemente Patogénica
6444,97,0.27,Significado Incierto
1436,273,0.18,Significado Incierto
4774,279,0.26,Benigna
8378,61,0.31,Probablemente Patogénica
4355,117,0.44,Benigna
9420,23,0.5,Significado Incierto
4629,32,0.23,Significado Incierto
8091,162,0.26,Patogénica
524,258,0.49,Probablemente Patogénica
7049,137,0.29,Significado Incierto
5065,181,0.34,Benigna
4026,30,0.42,Benigna
4002,83,0.21,Significado Incierto
5365,274,0.13,Benigna
2572,221,0.43,Significado Incierto
322,65,0.31,Patogénica
2258,212,0.05,Significado Incierto
7223,75,0.17,Significado Incierto
9463,246,0.45,Significado Incierto
9274,286,0.5,Significado Incierto
1925,177,0.02,Patogénica
6754,189,0.27,Significado Incierto
9491,257,0.42,Significado Incierto
8668,272,0.4,Significado Incierto
2885,46,0.45,Benigna
2568,122,0.48,Significado Incierto
2083,174,0.03,Probablemente Patogénica
4956,265,0.43,Benigna
2554,230,0.19,Benigna
2299,248,0.13,Benigna
8857,300,0.08,Patogénica
8642,10,0.01,Benigna
26,187,0.26,Benigna
3890,287,0.27,Benigna
3095,180,0.12,Patogénica
7425,4,0.16,Significado Incierto
8816,292,0.16,Significado Incierto
7706,197,0.03,Probablemente Patogénica
1347,11,0.1,Significado Incierto
83,298,0.09,Probablemente Patogénica
9422,287,0.42,Significado Incierto
4188,176,0.17,Significado Incierto
4230,83,0.4,Benigna
5180,292,0.18,Probablemente Patogénica
2943,171,0.35,Probablemente Patogénica
9349,212,0.07,Patogénica
4248,99,0.29,Probablemente Patogénica
6004,273,0.34,Benigna
9203,291,0.32,Benigna
4199,239,0.17,Patogénica
7500,192,0.2,Significado Incierto
2982,247,0.08,Benigna
7097,261,0.49,Significado Incierto
4007,138,0.4,Significado Incierto
5642,141,0.28,Probablemente Patogénica
6738,61,0.32,Benigna
6787,280,0.37,Significado Incierto
9750,52,0.4,Probablemente Patogénica
479,209,0.38,Probablemente Patogénica
3526,75,0.36,Probablemente Patogénica
3995,296,0.4,Significado Incierto
5968,111,0.31,Patogénica
1608,290,0.45,Probablemente Patogénica
1792,96,0.1,Probablemente Patogénica
2514,156,0.2,Benigna
1553,178,0.18,Significado Incierto
113,89,0.02,Patogénica
3921,130,0.5,Benigna
1921,269,0.49,Significado Incierto
8842,279,0.24,Benigna
4031,163,0.19,Significado Incierto
2435,27,0.42,Benigna
6634,106,0.21,Benigna
7284,108,0.04,Patogénica
1680,162,0.47,Benigna
9656,105,0.3,Benigna
5000,141,0.34,Significado Incierto
8096,88,0.23,Benigna
2007,250,0.07,Benigna
1921,206,0.39,Patogénica
6140,125,0.31,Significado Incierto
2110,156,0.24,Significado Incierto
9716,226,0.04,Probablemente Patogénica
944,96,0.06,Significado Incierto
8561,28,0.21,Significado Incierto
3247,233,0.43,Probablemente Patogénica
6572,204,0.02,Benigna
5766,196,0.43,Significado Incierto
1684,148,0.34,Probablemente Patogénica
4999,24,0.47,Probablemente Patogénica
6781,77,0.04,Benigna
632,267,0.12,Significado Incierto
7616,73,0.07,Probablemente Patogénica
7374,204,0.39,Significado Incierto
8884,296,0.02,Benigna
5712,196,0.05,Probablemente Patogénica
154,218,0.38,Benigna
4917,298,0.1,Significado Incierto
9406,168,0.07,Probablemente Patogénica
5163,266,0.26,Significado Incierto
9021,76,0.04,Benigna
8579,6,0.13,Significado Incierto
3724,220,0.01,Significado Incierto
887,100,0.22,Significado Incierto
893,263,0.45,Significado Incierto
3012,246,0.2,Benigna
1091,221,0.17,Probablemente Patogénica
878,37,0.19,Significado Incierto
2002,65,0.07,Patogénica
787,64,0.24,Benigna
9032,290,0.12,Probablemente Patogénica
9020,146,0.23,Significado Incierto
7853,286,0.03,Probablemente Patogénica
2320,174,0.42,Benigna
6257,212,0.46,Significado Incierto
6075,104,0.16,Patogénica
773,28,0.16,Benigna
7101,16,0.09,Significado Incierto
8766,296,0.15,Benigna
1242,300,0.46,Benigna
2529,263,0.39,Probablemente Patogénica
6810,216,0.46,Significado Incierto
7302,262,0.42,Significado Incierto
1593,146,0.36,Significado Incierto
1315,99,0.39,Significado Incierto
5573,57,0.47,Benigna
4049,138,0.11,Benigna
1435,281,0.21,Patogénica
7166,204,0.04,Patogénica
2892,3,0.16,Probablemente Patogénica
1107,300,0.12,Significado Incierto
233,243,0.29,Probablemente Patogénica
2749,2,0.22,Probablemente Patogénica
6398,178,0.44,Probablemente Patogénica
7071,294,0.19,Significado Incierto
1046,15,0.19,Significado Incierto
7717,32,0.41,Patogénica
7588,201,0.35,Probablemente Patogénica
7446,149,0.37,Significado Incierto
436,199,0.18,Benigna
2082,241,0.17,Benigna
2760,278,0.04,Benigna
5706,39,0.34,Benigna
2033,228,0.43,Significado Incierto
6581,262,0.25,Benigna
2962,179,0.15,Probablemente Patogénica
4051,21,0.26,Significado Incierto
7686,152,0.08,Probablemente Patogénica
661,4,0.3,Significado Incierto
4284,31,0.02,Significado Incierto
6212,96,0.48,Probablemente Patogénica
9405,298,0.37,Benigna
893,283,0.22,Benigna
9582,253,0.46,Significado Incierto
4989,50,0.14,Benigna
8975,119,0.39,Significado Incierto
4196,120,0.05,Benigna
1167,128,0.39,Significado Incierto
5722,294,0.25,Benigna
8414,2,0.49,Probablemente Patogénica
5690,154,0.49,Benigna
5282,168,0.46,Benigna
6574,205,0.33,Probablemente Patogénica
8747,97,0.26,Benigna
1208,247,0.2,Probablemente Patogénica
9592,163,0.05,Significado Incierto
2005,184,0.44,Patogénica
9730,10,0.46,Significado Incierto
863,11,0.04,Benigna
1702,248,0.13,Patogénica
5636,102,0.05,Benigna
684,64,0.46,Significado Incierto
2054,183,0.47,Significado Incierto
758,83,0.34,Benigna
5185,102,0.23,Patogénica
1524,193,0.14,Significado Incierto
6353,293,0.42,Probablemente Patogénica
6020,84,0.05,Significado Incierto
4907,28,0.25,Benigna
597,1,0.35,Benigna
7416,79,0.42,Patogénica
645,265,0.46,Benigna
5320,230,0.5,Benigna
5958,13,0.26,Significado Incierto
2276,147,0.45,Benigna
4315,246,0.13,Significado Incierto
5008,291,0.08,Significado Incierto
4049,218,0.35,Significado Incierto
4651,258,0.17,Benigna
396,156,0.24,Benigna
6594,275,0.11,Significado Incierto
6916,84,0.01,Benigna
7068,272,0.12,Significado Incierto
2912,187,0.28,Significado Incierto
1597,10,0.42,Patogénica
1221,299,0.04,Benigna
4109,47,0.32,Probablemente Patogénica
8477,154,0.44,Probablemente Patogénica
2191,78,0.47,Significado Incierto
3472,236,0.18,Benigna
5096,93,0.42,Probablemente Patogénica
6013,10,0.09,Patogénica
7255,252,0.16,Probablemente Patogénica
5399,11,0.16,Probablemente Patogénica
9510,262,0.34,Probablemente Patogénica
8960,183,0.5,Significado Incierto
2594,257,0.47,Benigna
3041,227,0.2,Significado Incierto
4140,273,0.28,Benigna
4991,52,0.3,Benigna
2245,154,0.18,Probablemente Patogénica
1249,105,0.46,Significado Incierto
1331,168,0.08,Significado Incierto
7399,175,0.03,Benigna
7302,58,0.42,Patogénica
5148,2,0.32,Patogénica
1667,245,0.45,Benigna
7768,128,0.24,Benigna
7790,123,0.22,Probablemente Patogénica
5157,47,0.17,Benigna
9628,7,0.34,Benigna
6315,66,0.37,Probablemente Patogénica
5730,132,0.37,Significado Incierto
4577,188,0.1,Benigna
2792,268,0.09,Benigna
8264,220,0.49,Significado Incierto
7745,57,0.47,Probablemente Patogénica
6105,213,0.48,Significado Incierto
1692,158,0.05,Significado Incierto
8639,265,0.5,Benigna
46,155,0.34,Significado Incierto
7575,48,0.08,Benigna
7425,156,0.36,Probablemente Patogénica
1210,254,0.15,Significado Incierto
4670,106,0.34,Probablemente Patogénica
4908,78,0.26,Benigna
3535,28,0.28,Probablemente Patogénica
2211,50,0.28,Significado Incierto
6377,12,0.27,Probablemente Patogénica
8575,163,0.28,Benigna
1279,221,0.12,Probablemente Patogénica
6894,32,0.14,Significado Incierto
7074,26,0.19,Significado Incierto
1409,207,0.38,Significado Incierto
5224,223,0.22,Patogénica
8875,155,0.47,Probablemente Patogénica
7938,147,0.01,Probablemente Patogénica
6255,141,0.16,Probablemente Patogénica
3319,200,0.31,Significado Incierto
8966,22,0.46,Significado Incierto
655,202,0.3,Significado Incierto
919,4,0.09,Significado Incierto
7388,171,0.14,Significado Incierto
4993,11,0.15,Benigna
4682,51,0.45,Probablemente Patogénica
7707,124,0.09,Probablemente Patogénica
8681,38,0.05,Significado Incierto
1527,199,0.1,Significado Incierto
7489,88,0.23,Patogénica
1699,123,0.24,Patogénica
1170,250,0.45,Significado Incierto
2033,280,0.41,Significado Incierto
9769,256,0.43,Benigna
1582,156,0.29,Significado Incierto
5582,281,0.5,Significado Incierto
4612,273,0.38,Significado Incierto
9391,18,0.41,Probablemente Patogénica
2606,128,0.35,Benigna
3083,239,0.26,Patogénica
8622,61,0.4,Significado Incierto
434,93,0.09,Benigna
1624,281,0.11,Benigna
3650,238,0.47,Patogénica
1465,296,0.27,Probablemente Patogénica
8284,18,0.08,Probablemente Patogénica
6780,63,0.19,Probablemente Patogénica
7729,260,0.25,Benigna
8671,105,0.08,Probablemente Patogénica
60,70,0.3,Probablemente Patogénica
8580,99,0.26,Significado Incierto
1810,102,0.26,Significado Incierto
6504,200,0.19,Significado Incierto
2212,44,0.28,Significado Incierto
3351,205,0.1,Significado Incierto
2767,126,0.34,Significado Incierto
8849,290,0.31,Significado Incierto
406,5,0.28,Significado Incierto
1534,99,0.02,Patogénica
8639,7,0.16,Benigna
5769,91,0.37,Patogénica
7271,273,0.04,Significado Incierto
4731,144,0.1,Significado Incierto
6770,273,0.25,Benigna
1861,181,0.15,Patogénica
6438,243,0.33,Significado Incierto
7030,116,0.24,Significado Incierto
362,21,0.28,Probablemente Patogénica
184,39,0.08,Benigna
336,11,0.45,Benigna
7524,172,0.27,Benigna
326,187,0.46,Significado Incierto
2141,274,0.29,Patogénica
5804,149,0.11,Benigna
7931,61,0.49,Benigna
7138,160,0.41,Probablemente Patogénica
6143,272,0.45,Benigna
2817,219,0.14,Significado Incierto
4375,104,0.19,Significado Incierto
5371,78,0.46,Benigna
1643,12,0.31,Probablemente Patogénica
751,5,0.41,Benigna
9311,121,0.05,Probablemente Patogénica
594,258,0.17,Benigna
2255,171,0.34,Significado Incierto
6267,198,0.02,Significado Incierto
506,287,0.04,Benigna
6375,66,0.47,Probablemente Patogénica
4807,25,0.45,Significado Incierto
7628,64,0.23,Significado Incierto
2775,206,0.07,Benigna
929,44,0.15,Significado Incierto
3544,294,0.07,Benigna
3739,139,0.14,Significado Incierto
5827,210,0.08,Benigna
4903,297,0.48,Significado Incierto
1304,280,0.06,Significado Incierto
6607,188,0.5,Significado Incierto
8028,58,0.45,Benigna
3169,71,0.36,Patogénica
9595,69,0.17,Significado Incierto
5046,260,0.17,Probablemente Patogénica
3636,183,0.13,Benigna
9242,234,0.44,Significado Incierto
3120,5,0.18,Probablemente Patogénica
4968,122,0.37,Benigna
5664,45,0.35,Benigna
5743,28,0.39,Significado Incierto
9687,207,0.22,Patogénica
4103,117,0.35,Probablemente Patogénica
8366,63,0.44,Significado Incierto
6043,200,0.26,Significado Incierto
3024,207,0.2,Benigna
2789,38,0.49,Significado Incierto
3420,232,0.44,Significado Incierto
1643,292,0.23,Significado Incierto
6341,12,0.04,Patogénica
4426,294,0.45,Patogénica
1305,210,0.15,Significado Incierto
7220,54,0.27,Significado Incierto
9174,205,0.08,Significado Incierto
3025,269,0.49,Benigna
2379,203,0.08,Significado Incierto
4717,108,0.06,Significado Incierto
2362,196,0.43,Benigna
4994,127,0.31,Significado Incierto
1910,89,0.23,Benigna
6281,170,0.44,Patogénica
3425,31,0.25,Probablemente Patogénica
5638,119,0.3,Significado Incierto
5617,65,0.49,Significado Incierto
6192,211,0.29,Benigna
920,60,0.18,Significado Incierto
3966,194,0.25,Patogénica
5700,232,0.07,Benigna
9477,292,0.43,Significado Incierto
7524,81,0.44,Significado Incierto
9545,199,0.48,Patogénica
6080,40,0.27,Benigna
1249,161,0.13,Benigna
6929,191,0.2,Patogénica
6025,17,0.36,Significado Incierto
209,36,0.36,Probablemente Patogénica
5249,209,0.49,Benigna
3713,3,0.35,Probablemente Patogénica
3483,252,0.1,Benigna
2138,109,0.49,Patogénica
7761,269,0.37,Benigna
1491,28,0.09,Patogénica
1208,21,0.32,Benigna
8901,112,0.32,Significado Incierto
9342,176,0.43,Significado Incierto
4784,292,0.3,Probablemente Patogénica
4482,272,0.13,Significado Incierto
6604,231,0.04,Significado Incierto
4391,34,0.32,Significado Incierto
631,120,0.29,Benigna
3580,54,0.07,Significado Incierto
476,285,0.45,Patogénica
4549,191,0.2,Significado Incierto
877,107,0.05,Significado Incierto
7985,256,0.24,Benigna
1134,136,0.07,Benigna
6964,265,0.04,Benigna
6340,40,0.18,Significado Incierto
780,11,0.46,Benigna
9702,286,0.47,Benigna
47,252,0.21,Patogénica
1103,244,0.38,Benigna
6479,293,0.22,Benigna
8872,50,0.26,Probablemente Patogénica
8065,77,0.16,Probablemente Patogénica
224,81,0.41,Significado Incierto
561,202,0.26,Significado Incierto
3468,181,0.06,Benigna
403,84,0.22,Significado Incierto
3372,272,0.18,Benigna
9488,136,0.12,Significado Incierto
4726,257,0.38,Significado Incierto
7893,204,0.05,Benigna
5472,46,0.39,Significado Incierto
3289,196,0.4,Patogénica
3042,153,0.43,Significado Incierto
5135,189,0.43,Benigna
4222,52,0.27,Patogénica
7195,37,0.33,Benigna
7042,82,0.02,Probablemente Patogénica
5378,230,0.41,Significado Incierto
865,135,0.3,Benigna
1475,238,0.04,Patogénica
7513,164,0.16,Benigna
4216,84,0.13,Significado Incierto
2164,163,0.35,Benigna
7622,181,0.29,Benigna
2202,42,0.08,Benigna
9474,294,0.2,Significado Incierto
6242,55,0.1,Significado Incierto
4645,172,0.13,Patogénica
3004,111,0.14,Benigna
9529,174,0.08,Benigna
6000,152,0.48,Significado Incierto
5377,112,0.21,Benigna
412,116,0.17,Significado Incierto
5278,92,0.25,Benigna
5128,231,0.22,Benigna
6201,191,0.06,Benigna
1947,138,0.06,Benigna
5678,229,0.38,Significado Incierto
7097,139,0.25,Benigna
7481,172,0.16,Patogénica
7165,213,0.16,Patogénica
1863,61,0.46,Patogénica
1702,234,0.22,Significado Incierto
9053,262,0.09,Probablemente Patogénica
1529,85,0.13,Benigna
3950,16,0.25,Benigna
2383,213,0.22,Significado Incierto
8549,80,0.47,Probablemente Patogénica
8567,102,0.44,Benigna
7943,261,0.22,Benigna
4340,49,0.28,Benigna
7125,193,0.37,Significado Incierto
1745,280,0.41,Benigna
8795,112,0.08,Significado Incierto
5755,241,0.31,Significado Incierto
434,134,0.39,Significado Incierto
8601,110,0.49,Significado Incierto
3174,246,0.33,Benigna
6772,244,0.29,Benigna
8050,150,0.35,Significado Incierto
7891,125,0.19,Patogénica
5175,185,0.26,Benigna
4435,205,0.25,Significado Incierto
8597,168,0.07,Benigna
2477,117,0.07,Benigna
5787,201,0.03,Probablemente Patogénica
9201,85,0.42,Patogénica
5898,244,0.4,Probablemente Patogénica
8348,145,0.38,Significado Incierto
6144,172,0.46,Significado Incierto
7080,152,0.09,Benigna
5157,181,0.4,Patogénica
3821,229,0.44,Benigna
3034,266,0.26,Benigna
4762,232,0.28,Benigna
2753,200,0.07,Significado Incierto
7451,96,0.29,Patogénica
482,43,0.2,Significado Incierto
6615,185,0.09,Benigna
7457,282,0.31,Patogénica
1817,64,0.27,Benigna
7961,287,0.49,Probablemente Patogénica
3870,260,0.16,Benigna
8409,228,0.19,Patogénica
4886,208,0.14,Probablemente Patogénica
8615,228,0.4,Significado Incierto
2855,86,0.44,Probablemente Patogénica
7087,238,0.3,Probablemente Patogénica
9594,233,0.19,Patogénica
2901,17,0.07,Significado Incierto
5093,66,0.38,Significado Incierto
8671,25,0.35,Significado Incierto
2666,189,0.07,Probablemente Patogénica
1077,16,0.12,Significado Incierto
8797,110,0.09,Patogénica
2306,24,0.4,Significado Incierto
